Date:date,year:year,Diesel (nominal):number,"All petrol, unleaded equivalent (nominal):number","All fuel, unleaded petrol equivalent (nominal):number","All fuel, unleaded petrol equivalent (real*):number","Average, all fuel, unleaded petrol equivalent (real*, weighted by consumption):number","All fuel, unleaded petrol equivalent (real*, excl. tax):text","Average, all fuel, unleaded petrol equivalent (real*, weighted by consumption, excl. tax):number","Diesel (nominal, excl. tax):text","All fuel, unleaded petrol equivalent (nominal, excl. tax):text","All petrol, unleaded equivalent (nominal, excl. tax):text"
9/4/2000,,0.904,1.099,0.95,1.251,1.163,,0.459,,,
9/11/2000,,0.918,1.112,0.963,1.269,1.163,,0.459,,,
9/18/2000,,0.934,1.117,0.972,1.281,1.163,,0.459,,,
9/25/2000,,0.941,1.12,0.977,1.287,1.163,,0.459,,,
10/2/2000,,0.919,1.101,0.958,1.262,1.163,,0.459,,,
10/9/2000,,0.915,1.093,0.952,1.254,1.163,,0.459,,,
10/16/2000,,0.934,1.106,0.967,1.274,1.163,,0.459,,,
10/23/2000,,0.95,1.13,0.986,1.3,1.163,,0.459,,,
11/6/2000,,0.944,1.119,0.978,1.288,1.163,,0.459,,,
11/13/2000,,0.937,1.107,0.968,1.276,1.163,,0.459,,,
11/20/2000,,0.948,1.108,0.974,1.284,1.163,,0.459,,,
11/27/2000,,0.961,1.113,0.983,1.294,1.163,,0.459,,,
12/4/2000,,0.95,1.099,0.971,1.275,1.163,,0.459,,,
12/11/2000,,0.934,1.081,0.955,1.254,1.163,,0.459,,,
12/18/2000,,0.911,1.06,0.934,1.227,1.163,,0.459,,,
1/8/2001,,0.876,1.021,0.9,1.189,1.163,,0.459,,,
1/15/2001,,0.859,1.016,0.889,1.175,1.163,,0.459,,,
1/22/2001,,0.854,1.029,0.893,1.18,1.163,,0.459,,,
1/29/2001,,0.857,1.04,0.9,1.189,1.163,,0.459,,,
2/5/2001,,0.854,1.041,0.899,1.185,1.163,,0.459,,,
2/12/2001,,0.856,1.05,0.904,1.191,1.163,,0.459,,,
2/20/2001,,0.859,1.053,0.907,1.195,1.163,,0.459,,,
2/27/2001,,0.858,1.052,0.906,1.194,1.163,,0.459,,,
3/5/2001,,0.853,1.053,0.904,1.185,1.163,,0.459,,,
3/12/2001,,0.842,1.035,0.89,1.167,1.163,,0.459,,,
3/19/2001,,0.839,1.036,0.889,1.165,1.163,,0.459,,,
3/26/2001,,0.841,1.041,0.892,1.17,1.163,,0.459,,,
4/2/2001,,0.844,1.052,0.9,1.171,1.163,,0.459,,,
4/9/2001,,0.84,1.063,0.903,1.175,1.163,,0.459,,,
4/23/2001,,0.856,1.092,0.924,1.202,1.163,,0.459,,,
4/30/2001,,0.852,1.093,0.923,1.201,1.163,,0.459,,,
5/7/2001,,0.856,1.106,0.931,1.204,1.163,,0.459,,,
5/14/2001,,0.859,1.119,0.938,1.214,1.163,,0.459,,,
5/21/2001,,0.855,1.118,0.936,1.212,1.163,,0.459,,,
5/28/2001,,0.859,1.12,0.939,1.215,1.163,,0.459,,,
6/4/2001,,0.866,1.122,0.943,1.219,1.163,,0.459,,,
6/11/2001,,0.862,1.105,0.933,1.206,1.163,,0.459,,,
6/18/2001,,0.865,1.101,0.932,1.205,1.163,,0.459,,,
6/25/2001,,0.868,1.083,0.926,1.197,1.163,,0.459,,,
7/2/2001,,0.866,1.076,0.921,1.195,1.163,,0.459,,,
7/9/2001,,0.864,1.066,0.916,1.188,1.163,,0.459,,,
7/16/2001,,0.856,1.056,0.907,1.176,1.163,,0.459,,,
7/23/2001,,0.849,1.048,0.899,1.167,1.163,,0.459,,,
7/30/2001,,0.846,1.04,0.894,1.16,1.163,,0.459,,,
8/6/2001,,0.845,1.039,0.894,1.159,1.163,,0.459,,,
8/13/2001,,0.843,1.034,0.89,1.154,1.163,,0.459,,,
8/20/2001,,0.84,1.035,0.889,1.153,1.163,,0.459,,,
8/27/2001,,0.835,1.03,0.885,1.147,1.163,,0.459,,,
9/3/2001,,0.839,1.04,0.891,1.152,1.163,,0.459,,,
9/10/2001,,0.844,1.052,0.899,1.163,1.163,,0.459,,,
9/17/2001,,0.846,1.05,0.899,1.162,1.163,,0.459,,,
9/24/2001,,0.853,1.052,0.903,1.168,1.163,,0.459,,,
10/1/2001,,0.836,1.03,0.885,1.145,1.163,,0.459,,,
10/8/2001,,0.828,1.014,0.874,1.13,1.163,,0.459,,,
10/15/2001,,0.834,1.003,0.871,1.127,1.163,,0.459,,,
10/22/2001,,0.836,0.991,0.866,1.12,1.163,,0.459,,,
10/29/2001,,0.831,0.981,0.859,1.111,1.163,,0.459,,,
11/5/2001,,0.827,0.98,0.857,1.11,1.163,,0.459,,,
11/12/2001,,0.819,0.975,0.85,1.101,1.163,,0.459,,,
11/19/2001,,0.817,0.973,0.849,1.099,1.163,,0.459,,,
11/26/2001,,0.809,0.962,0.84,1.088,1.163,,0.459,,,
12/3/2001,,0.805,0.963,0.838,1.081,1.163,,0.459,,,
12/10/2001,,0.805,0.964,0.839,1.082,1.163,,0.459,,,
12/17/2001,,0.801,0.959,0.835,1.077,1.163,,0.459,,,
1/7/2002,,0.801,0.977,0.819,1.06,1.163,,0.459,,,
1/14/2002,,0.806,0.993,0.828,1.071,1.163,,0.459,,,
1/21/2002,,0.801,0.989,0.824,1.066,1.163,,0.459,,,
1/28/2002,,0.799,0.988,0.822,1.064,1.163,,0.459,,,
2/4/2002,,0.807,1,0.831,1.075,1.163,,0.459,,,
2/11/2002,,0.805,0.998,0.829,1.072,1.163,,0.459,,,
2/18/2002,,0.803,0.999,0.829,1.072,1.163,,0.459,,,
2/25/2002,,0.805,1.004,0.832,1.076,1.163,,0.459,,,
3/4/2002,,0.804,1.006,0.832,1.07,1.163,,0.459,,,
3/11/2002,,0.816,1.019,0.843,1.084,1.163,,0.459,,,
3/18/2002,,0.827,1.033,0.855,1.099,1.163,,0.459,,,
3/25/2002,,0.834,1.046,0.864,1.111,1.163,,0.459,,,
4/8/2002,,0.845,1.073,0.88,1.125,1.163,,0.459,,,
4/15/2002,,0.848,1.081,0.885,1.131,1.163,,0.459,,,
4/22/2002,,0.837,1.071,0.875,1.119,1.163,,0.459,,,
4/29/2002,,0.84,1.073,0.877,1.121,1.163,,0.459,,,
5/6/2002,,0.838,1.069,0.875,1.115,1.163,,0.459,,,
5/13/2002,,0.833,1.06,0.869,1.108,1.163,,0.459,,,
5/20/2002,,0.839,1.066,0.874,1.114,1.163,,0.459,,,
5/27/2002,,0.835,1.065,0.871,1.11,1.163,,0.459,,,
6/3/2002,,0.824,1.053,0.861,1.097,1.163,,0.459,,,
6/10/2002,,0.816,1.044,0.853,1.087,1.163,,0.459,,,
6/17/2002,,0.814,1.043,0.852,1.086,1.163,,0.459,,,
6/24/2002,,0.812,1.038,0.849,1.081,1.163,,0.459,,,
7/1/2002,,0.809,1.038,0.847,1.081,1.163,,0.459,,,
7/8/2002,,0.811,1.04,0.849,1.083,1.163,,0.459,,,
7/15/2002,,0.809,1.039,0.847,1.081,1.163,,0.459,,,
7/22/2002,,0.816,1.042,0.852,1.088,1.163,,0.459,,,
7/29/2002,,0.816,1.046,0.854,1.09,1.163,,0.459,,,
8/5/2002,,0.817,1.051,0.856,1.092,1.163,,0.459,,,
8/12/2002,,0.815,1.047,0.854,1.088,1.163,,0.459,,,
8/19/2002,,0.817,1.046,0.854,1.089,1.163,,0.459,,,
8/26/2002,,0.823,1.047,0.858,1.094,1.163,,0.459,,,
9/2/2002,,0.826,1.05,0.861,1.095,1.163,,0.459,,,
9/9/2002,,0.831,1.057,0.866,1.101,1.163,,0.459,,,
9/16/2002,,0.836,1.063,0.871,1.108,1.163,,0.459,,,
9/23/2002,,0.84,1.063,0.874,1.111,1.163,,0.459,,,
9/30/2002,,0.845,1.066,0.878,1.116,1.163,,0.459,,,
10/7/2002,,0.852,1.069,0.882,1.119,1.163,,0.459,,,
10/14/2002,,0.85,1.063,0.879,1.115,1.163,,0.459,,,
10/21/2002,,0.851,1.061,0.879,1.115,1.163,,0.459,,,
10/28/2002,,0.847,1.06,0.877,1.112,1.163,,0.459,,,
11/4/2002,,0.836,1.051,0.867,1.101,1.163,,0.459,,,
11/11/2002,,0.825,1.039,0.856,1.088,1.163,,0.459,,,
11/18/2002,,0.817,1.029,0.848,1.077,1.163,,0.459,,,
11/25/2002,,0.821,1.027,0.849,1.079,1.163,,0.459,,,
12/2/2002,,0.827,1.031,0.854,1.08,1.163,,0.459,,,
12/9/2002,,0.83,1.034,0.857,1.084,1.163,,0.459,,,
12/16/2002,,0.829,1.033,0.856,1.082,1.163,,0.459,,,
1/6/2003,,0.856,1.061,0.88,1.115,1.163,,0.459,,,
1/13/2003,,0.854,1.055,0.876,1.11,1.163,,0.459,,,
1/20/2003,,0.851,1.058,0.876,1.109,1.163,,0.459,,,
1/27/2003,,0.854,1.062,0.879,1.113,1.163,,0.459,,,
2/3/2003,,0.856,1.069,0.883,1.114,1.163,,0.459,,,
2/10/2003,,0.859,1.072,0.886,1.118,1.163,,0.459,,,
2/17/2003,,0.877,1.086,0.901,1.137,1.163,,0.459,,,
2/24/2003,,0.878,1.079,0.899,1.134,1.163,,0.459,,,
3/3/2003,,0.891,1.082,0.908,1.138,1.163,,0.459,,,
3/10/2003,,0.899,1.081,0.912,1.144,1.163,,0.459,,,
3/17/2003,,0.915,1.083,0.921,1.156,1.163,,0.459,,,
3/24/2003,,0.906,1.069,0.911,1.143,1.163,,0.459,,,
3/31/2003,,0.885,1.053,0.893,1.121,1.163,,0.459,,,
4/7/2003,,0.864,1.061,0.884,1.106,1.163,,0.459,,,
4/14/2003,,0.849,1.055,0.873,1.093,1.163,,0.459,,,
4/28/2003,,0.842,1.044,0.865,1.082,1.163,,0.459,,,
5/5/2003,,0.824,1.029,0.849,1.063,1.163,,0.459,,,
5/12/2003,,0.804,1.009,0.831,1.039,1.163,,0.459,,,
5/19/2003,,0.799,1.008,0.828,1.036,1.163,,0.459,,,
5/26/2003,,0.795,1.004,0.824,1.03,1.163,,0.459,,,
6/2/2003,,0.795,1.005,0.824,1.03,1.163,,0.459,,,
6/9/2003,,0.799,1.011,0.829,1.036,1.163,,0.459,,,
6/16/2003,,0.8,1.012,0.829,1.036,1.163,,0.459,,,
6/23/2003,,0.797,1.012,0.828,1.035,1.163,,0.459,,,
6/30/2003,,0.796,1.012,0.828,1.035,1.163,,0.459,,,
7/7/2003,,0.803,1.021,0.835,1.046,1.163,,0.459,,,
7/14/2003,,0.805,1.024,0.837,1.048,1.163,,0.459,,,
7/21/2003,,0.807,1.026,0.839,1.05,1.163,,0.459,,,
7/28/2003,,0.804,1.029,0.838,1.049,1.163,,0.459,,,
8/4/2003,,0.806,1.03,0.84,1.05,1.163,,0.459,,,
8/18/2003,,0.816,1.04,0.849,1.061,1.163,,0.459,,,
8/25/2003,,0.818,1.048,0.854,1.067,1.163,,0.459,,,
9/1/2003,,0.82,1.049,0.855,1.064,1.163,,0.459,,,
9/8/2003,,0.81,1.042,0.847,1.054,1.163,,0.459,,,
9/15/2003,,0.804,1.032,0.839,1.045,1.163,,0.459,,,
9/22/2003,,0.798,1.024,0.833,1.038,1.163,,0.459,,,
9/29/2003,,0.795,1.02,0.83,1.034,1.163,,0.459,,,
10/6/2003,,0.807,1.023,0.838,1.041,1.163,,0.459,,,
10/13/2003,,0.812,1.018,0.839,1.042,1.163,,0.459,,,
10/20/2003,,0.827,1.027,0.85,1.057,1.163,,0.459,,,
10/27/2003,,0.821,1.024,0.846,1.052,1.163,,0.459,,,
11/3/2003,,0.821,1.025,0.846,1.053,1.163,,0.459,,,
11/10/2003,,0.822,1.023,0.846,1.053,1.163,,0.459,,,
11/17/2003,,0.823,1.02,0.846,1.052,1.163,,0.459,,,
11/24/2003,,0.826,1.022,0.848,1.055,1.163,,0.459,,,
12/1/2003,,0.82,1.017,0.843,1.045,1.163,,0.459,,,
12/8/2003,,0.819,1.016,0.842,1.043,1.163,,0.459,,,
12/15/2003,,0.82,1.014,0.842,1.044,1.163,,0.459,,,
1/5/2004,,0.82,1.013,0.837,1.043,1.163,,0.459,,,
1/12/2004,,0.828,1.024,0.845,1.053,1.163,,0.459,,,
1/19/2004,,0.834,1.03,0.851,1.059,1.163,,0.459,,,
1/26/2004,,0.837,1.035,0.855,1.064,1.163,,0.459,,,
2/2/2004,,0.832,1.035,0.851,1.058,1.163,,0.459,,,
2/9/2004,,0.828,1.035,0.85,1.056,1.163,,0.459,,,
2/16/2004,,0.827,1.038,0.85,1.057,1.163,,0.459,,,
2/23/2004,,0.829,1.043,0.853,1.06,1.163,,0.459,,,
3/1/2004,,0.833,1.046,0.856,1.058,1.163,,0.459,,,
3/8/2004,,0.847,1.06,0.87,1.075,1.163,,0.459,,,
3/15/2004,,0.845,1.055,0.866,1.071,1.163,,0.459,,,
3/22/2004,,0.86,1.068,0.88,1.088,1.163,,0.459,,,
3/29/2004,,0.862,1.071,0.882,1.091,1.163,,0.459,,,
4/5/2004,,0.867,1.082,0.889,1.091,1.163,,0.459,,,
4/13/2004,,0.867,1.086,0.89,1.093,1.163,,0.459,,,
4/19/2004,,0.87,1.086,0.892,1.095,1.163,,0.459,,,
4/26/2004,,0.876,1.09,0.897,1.101,1.163,,0.459,,,
5/3/2004,,0.874,1.084,0.895,1.1,1.163,,0.459,,,
5/10/2004,,0.88,1.098,0.903,1.111,1.163,,0.459,,,
5/17/2004,,0.889,1.104,0.911,1.121,1.163,,0.459,,,
5/24/2004,,0.898,1.114,0.92,1.132,1.163,,0.459,,,
5/31/2004,,0.898,1.116,0.92,1.133,1.163,,0.459,,,
6/7/2004,,0.887,1.105,0.91,1.12,1.163,,0.459,,,
6/14/2004,,0.877,1.089,0.898,1.105,1.163,,0.459,,,
6/21/2004,,0.872,1.083,0.894,1.1,1.163,,0.459,,,
6/28/2004,,0.878,1.089,0.899,1.106,1.163,,0.459,,,
7/5/2004,,0.874,1.082,0.895,1.103,1.163,,0.459,,,
7/12/2004,,0.889,1.1,0.909,1.121,1.163,,0.459,,,
7/19/2004,,0.889,1.108,0.912,1.125,1.163,,0.459,,,
7/26/2004,,0.893,1.107,0.914,1.127,1.163,,0.459,,,
8/2/2004,,0.902,1.11,0.92,1.133,1.163,,0.459,,,
8/9/2004,,0.914,1.111,0.928,1.142,1.163,,0.459,,,
8/16/2004,,0.916,1.106,0.927,1.141,1.163,,0.459,,,
8/23/2004,,0.923,1.108,0.932,1.147,1.163,,0.459,,,
8/30/2004,,0.926,1.106,0.933,1.148,1.163,,0.459,,,
9/6/2004,,0.919,1.097,0.925,1.137,1.163,,0.459,,,
9/13/2004,,0.917,1.092,0.923,1.134,1.163,,0.459,,,
9/20/2004,,0.929,1.101,0.933,1.146,1.163,,0.459,,,
9/27/2004,,0.941,1.11,0.943,1.158,1.163,,0.459,,,
10/4/2004,,0.947,1.11,0.946,1.158,1.163,,0.459,,,
10/11/2004,,0.964,1.122,0.96,1.175,1.163,,0.459,,,
10/18/2004,,0.978,1.126,0.97,1.186,1.163,,0.459,,,
10/25/2004,,0.982,1.122,0.971,1.188,1.163,,0.459,,,
11/1/2004,,0.982,1.119,0.97,1.189,1.163,,0.459,,,
11/8/2004,,0.964,1.105,0.954,1.17,1.163,,0.459,,,
11/15/2004,,0.954,1.099,0.946,1.16,1.163,,0.459,,,
11/22/2004,,0.953,1.094,0.944,1.158,1.163,,0.459,,,
11/29/2004,,0.964,1.096,0.952,1.166,1.163,,0.459,,,
12/6/2004,,0.96,1.085,0.945,1.154,1.163,,0.459,,,
12/13/2004,,0.943,1.061,0.926,1.132,1.163,,0.459,,,
12/20/2004,,0.947,1.057,0.927,1.132,1.163,,0.459,,,
1/3/2005,,0.935,1.041,0.913,1.12,1.163,,0.459,,,
1/10/2005,,0.929,1.038,0.908,1.115,1.163,,0.459,,,
1/17/2005,,0.926,1.043,0.908,1.114,1.163,,0.459,,,
1/24/2005,,0.928,1.046,0.91,1.117,1.163,,0.459,,,
1/31/2005,,0.937,1.065,0.923,1.132,1.163,,0.459,,,
2/7/2005,,0.936,1.074,0.925,1.132,1.163,,0.459,,,
2/14/2005,,0.932,1.071,0.922,1.128,1.163,,0.459,,,
2/21/2005,,0.935,1.072,0.924,1.13,1.163,,0.459,,,
